ID,FORM,XPOSTAG,NER
948,lugal,N,O
948,ki,N,O
948,nin-me-an-ki,NE,PN
949,...,O,O
949,x,O,O
949,da,O,O
950,sipa-a,NE,PN
951,ARAD2,N,O
951,kur-sza-num2,NE,PN
952,kiszib3,N,O
952,za-an-gi4,NE,PN
952,dumu,N,O
952,x-...,O,O
953,dumu,N,O
953,en-bara2,NE,PN
954,{d}nin-mar{ki}-ka-i3-sa6,NE,PN
955,dumu,N,O
955,ur-ki-mes,NE,PN
956,mu-kux(DU),N,O
956,ku3-{d}x,NE,PN
956,sanga,N,O
957,dumu,N,O
957,a-al-mu,NE,PN
958,1(asz),NU,O
958,2(disz),NU,O
958,gur,N,O
958,kiszib3,N,O
958,nin-ku3-ge-si,NE,PN
959,giri3,N,O
959,|PU3.SZA|-ha-ni-hi-ir,NE,PN
960,e2-duru5,N,O
960,sag-te-na,NE,GN
961,ki,N,O
961,asz-du-sza,NE,PN
962,4(disz),NU,O
962,ba-zi-gu-la,NE,PN
963,ur-{d}isztaran-ka,NE,PN
964,gesz-i3-bi,N,O
964,5(u),NU,O
964,gur,N,O
965,ki,N,O
965,zi-ur-gu2-en-na,NE,PN
966,sanga,N,O
966,{d}nin-gesz-zi-da,NE,DN
967,dumu,N,O
967,szu-{d}nin-masz,NE,PN
968,er3-ra-ha-bi-id,NE,PN
968,ab-ba-iri,N,O
969,...,N,O
969,2(barig),N,O
969,3(ban2),N,O
969,lugal-he2-gal2,NE,PN
970,giri3,N,O
970,da-a-gi4,NE,PN
971,sza3-gul-lum,NE,PN
971,szu,N,O
971,ba-ti,V,O
972,a-sza3,N,O
972,en-nu-lum-ma,NE,FN
973,1(asz),NU,O
973,1(barig),N,O
973,esz18-dar-il6-szu,NE,PN
974,e-te-al-pu3-{d}da-gan,NE,PN
974,lu2,N,O
974,kas4,N,O
975,ugula,N,O
975,nimgir-sza3-kusz,NE,PN
976,3(disz),NU,O
976,amar-u3,NE,PN
977,ur-{d}in-da-da,NE,PN
978,ki,N,O
978,{d}lamma-ba-zi-ge,NE,PN
978,dumu,N,O
978,{d}nansze-ama,NE,PN
979,e2-kikken2,N,O
979,ba-ba,N,O
979,saga,V,O
980,ki,N,O
980,ab-zu-{d}inanna,NE,PN
981,en-ne2,NE,PN
982,lugal-kur,NE,PN
983,sza3-ta-sa6-ga,NE,PN
983,dumu,N,O
983,szar-ru-um-ba-ni,NE,PN
984,kiszib3,N,O
984,za-x-ku3-ga-ni,NE,PN
985,hu-hu-nu-ur,NE,PN
986,mu,N,O
986,gir13-gesz,NE,GN
986,ba-hul,V,O
987,sza3,N,O
987,nibru{ki},NE,SN
988,lugal-ku3-...,NE,PN
989,1(asz),NU,O
989,1(barig),N,O
989,ab-e-ki-ag2,NE,PN
990,i2-ti,NE,PN
991,nig2-mu10-us2-sa2,N,O
991,e2,N,O
991,sze-ra-am,NE,PN
992,ki,N,O
992,lu2-giri17-zal-kam,NE,PN
993,szu-sal-la-ka-ti-um,NE,PN
994,ki-su7,N,O
994,igi-...-x,NE,FN
994,gub-ba,V,O
995,er3-ra-ga-szi-ir,NE,PN
996,5(disz),NU,O
996,gukkal,N,O
996,i-szim-{d}szul-gi-ra,NE,PN
997,ba-al-lum,NE,PN
997,gaba-asz,N,O
998,dumu,N,O
998,ur-e2-nirx(|MIR.ZA|),NE,PN
999,ki,N,O
999,hu-ha,NE,PN
1000,2(barig),N,O
1000,a2-bi2-la-da,NE,PN
1001,1(disz),NU,O
1001,lugal-si-NE-e,NE,PN
1002,ugula,N,O
1002,engar-zi,NE,PN
1003,1(disz),NU,O
1003,gukkal,N,O
1003,an-na-...,NE,PN
1004,2(disz),NU,O
1004,lugal-kal,NE,PN
1005,mu,N,O
1005,hu-hu-nu-ri{ki},NE,SN
1005,ba-hul,V,O
1006,giri3,N,O
1006,ur-{d}li9-si4,NE,PN
1007,e2,N,O
1007,{d}nansze-na,NE,DN
1008,...,O,O
1008,5(asz),NU,O
1008,5(disz),NU,O
1008,sila3,N,O
1008,sze-ba,N,O
1008,e2-gal,NE,FN
1009,kiszib3,N,O
1009,hu-ba-a-a,NE,PN
1010,dumu,N,O
1010,ri2-ma-nu-um,NE,PN
1011,dumu,N,O
1011,ur-{d}szara2,NE,PN
1012,ki,N,O
1012,na-ap-da-num2,NE,PN
1013,sukkal,N,O
1013,lu2-dingir-ra,NE,PN
1013,szu,N,O
1013,ba-ti,V,O
1014,kiszib3,N,O
1014,bu-ga-a,NE,PN
1015,ki,N,O
1015,be-la-at-dar-ra-ba-an,NE,PN
1016,IGI-NI-da-a,NE,PN
1017,A2-pil-si2-im-ti,NE,PN
1018,kiszib3,N,O
1018,geme2-{d}nin-sun2,NE,PN
1019,lu2-zi-AB,NE,PN
1020,{d}iszkur-tug2,NE,PN
1021,giri3,N,O
1021,nin-ib2-si-a,NE,PN
1021,szar2-ra-ab-du,N,O
1022,ugula,N,O
1022,musz-ad8,NE,PN
1023,e2-duru5,N,O
1023,dal-ba-at{ki},NE,GN
1024,i3-dub,N,O
1024,a-sza3,N,O
1024,ma2-gur8,NE,FN
1025,lu2-{d}iszkur,NE,PN
1026,lugal-AN-...,NE,PN
1026,x,O,O
1026,x,O,O
1027,u3-ul{ki},NE,GN
1027,u3,CNJ,O
1027,nibru{ki}-ta,NE,SN
1027,gen-na,V,O
1028,4(disz),NU,O
1028,ab2,N,O
1028,mu,N,O
1028,2(asz),NU,O
1029,x,O,O
1029,x,O,O
1029,x,O,O
1029,ki,N,O
1029,ur-e2-gibil,NE,PN
1030,dumu,N,O
1030,ur-sukkal,NE,PN
1030,szusz3,N,O
1031,2(asz),NU,O
1031,2(barig),N,O
1031,2(ban2),N,O
1031,gur,N,O
1031,ki,N,O
1031,lu2-kisal(NIR),NE,PN
1031,ur-{d}alamusz,NE,PN
1032,4(disz),NU,O
1032,gu-na-ah,NE,PN
1033,...,O,O
1033,ba-usz2,V,O
1034,1(asz),NU,O
1034,3(barig),N,O
1034,lugal-mu,NE,PN
1035,a-sza3,N,O
1035,u3-idigna,NE,FN
1036,a2-gal2-nu-tuku,NE,PN
1037,1(ban2),N,O
1037,5(disz),NU,O
1037,{d}ama-geme2-ki-na,NE,PN
1038,9(bur3),N,O
1038,2(esze3),N,O
1038,1(iku),N,O
1038,GAN2,N,O
1038,GAN2-lu2-{d}si,NE,FN
1039,mu,N,O
1039,us2-sa,V,O
1039,zi2-da-num2{ki},NE,GN
1039,ba-hul,V,O
1040,sukkal-di-de3,NE,PN
1040,lu2,N,O
1040,{gesz}tukul-gu-la,N,O
1041,mu,N,O
1041,en,N,O
1041,{d}nin-{u2}|ZI&ZI|-sze3-ba,NE,DN
1041,masz-e,N,O
1041,i3-pa3,V,O
1042,3(disz),NU,O
1042,szu-{d}ildu3-ma,NE,PN
1043,ki,N,O
1043,sa-la-lu-ga,NE,PN
1044,dumu,N,O
1044,lu2-GAN2-gu-la,NE,PN
1045,igi-u5,NE,PN
1046,ib-ni-e-bi-ih,NE,PN
1047,mu,N,O
1047,dam,N,O
1047,ri-mu-ki-mu-tar,NE,PN
1048,szu-{d}en-lil2,NE,PN
1049,dumu,N,O
1049,ur-{sze3}szer7-da,NE,PN
1050,lugal,N,O
1050,hu(RI)-u4-ri{ki},NE,GN
1050,dab{ki},NE,GN
1051,{d}dumu-zi-urua{a},NE,PN
1052,dumu,N,O
1052,nin-uszur4,NE,PN
1053,kab2-ku5,N,O
1053,iszib,NE,FN
1054,szunigin,N,O
1054,1(asz),NU,O
1054,3(barig),N,O
1054,5(ban2),N,O
1054,kasz,N,O
1054,du,V,O
1054,gur,N,O
1055,ki,N,O
1055,szer7-da-{d}ba-ba6-eb2-gu-ul,NE,PN
1056,2(asz),NU,O
1056,{d}nin-lil2-x,NE,PN
1057,lu2-ba-a-ti,NE,PN
1058,nu-bi-rum-i3-li2,NE,PN
1059,i7,N,O
1059,gibil,V,O
1059,i7-{d}amar-{d}suen-ni-tum,NE,WN
1060,1(gesz2),NU,O
1060,5(u),NU,O
1060,1(asz),NU,O
1060,2(barig),N,O
1060,giri3,N,O
1060,a-da-szi-in,NE,PN
1061,szunigin,N,O
1061,5(u),NU,O
1061,2(asz),NU,O
1061,4(barig),N,O
1061,sze,N,O
1061,gur,N,O
1062,1(disz),NU,O
1062,udu,N,O
1062,niga,V,O
1062,{d}nin-urta-ka,NE,DN
1063,a-sza3,N,O
1063,numun-|KAxX|,NE,FN
1064,lugal,N,O
1064,A-pi4-sal4{ki},NE,GN
1064,bara2-sig-ga{ki}-a,NE,GN
1065,ki,N,O
1065,ama-ni-ba-an-sa6-ka,NE,PN
1066,ki-su7,N,O
1066,{gesz}u2-ummux(|EDIN.LAL.A|),NE,FN
1066,gub-ba,V,O
1067,ugula,N,O
1067,nin-en-dul3,NE,PN
1068,2(asz),NU,O
1068,SIG7-LAGAB,NE,PN
1069,ki,N,O
1069,szu-u2-na,NE,PN
1070,1(disz),NU,O
1070,sila4,N,O
1070,A2-pil-lum,NE,PN
1071,ki,N,O
1071,AN-KU-ME,NE,PN
1072,ki,N,O
1072,in-sa6-sa6-ta,NE,PN
1073,mu,N,O
1073,us2-sa,V,O
1073,bad3-gal,N,O
1073,ba-du3,V,O
1074,dumu,N,O
1074,nin-ur2-ni,NE,PN
1075,{d}szul-gi-x,NE,PN
1076,2(barig),N,O
1076,3(ban2),N,O
1076,{d}iszkur-ra-gaba-ri-a,NE,PN
1077,{d}ba-ba6-bar-gesz,NE,PN
1077,sukkal,N,O
1077,gaba-ta,N,O
1078,giri3,N,O
1078,ur-du6(KI)-ku3-ga,NE,PN
1078,sukkal,N,O
1079,dumu,N,O
1079,lu2-{d}si4-an-ka,NE,PN
1080,kiszib3,N,O
1080,gu-u2-ga-a,NE,PN
1081,ki,N,O
1081,in-da-pa,NE,PN
1082,ne-ra-ti,NE,PN
1082,lu2,N,O
1082,kas4,N,O
1083,3(asz),NU,O
1083,du,V,O
1083,nin-sa6-si,NE,PN
1084,a-tu,NE,PN
1085,dumu,N,O
1085,ti-gi4-da-ga,NE,PN
1086,geme2-x-x-x-...,NE,PN
1087,sze-ba,N,O
1087,u3,CNJ,O
1087,a-sza3,N,O
1087,KWU729-x-...,NE,FN
1088,2(disz),NU,O
1088,da-dam,NE,PN
1088,dumu,N,O
1088,...-in,NE,PN
1089,1(disz),NU,O
1089,udu,N,O
1089,niga,V,O
1089,4(disz)-kam,NU,O
1089,us2,V,O
1089,{d}nin-lil2-la2-ka-ke4-ne,NE,DN
1090,2(asz),NU,O
1090,dingir-ga2-{d}nam2-nun,NE,PN
1091,1(bur3),N,O
1091,1(esze3),N,O
1091,2(iku),N,O
1091,GAN2,N,O
1091,a-sza3,N,O
1091,{d}szu-ur4-...,NE,FN
1092,ur-luh,NE,PN
1093,kiszib3,N,O
1093,gu-u2-gu-a,NE,PN
1094,2(disz),NU,O
1094,nin-ad-da-na,NE,PN
1095,9(disz),NU,O
1095,x,O,O
1096,lugal-nir,NE,PN
1097,ki,N,O
1097,dingir-sa6-ga-x,NE,PN
1098,2(barig),N,O
1098,3(ban2),N,O
1098,u4-li-la2,NE,PN
1099,dumu,N,O
1099,lu2-azlag2,NE,PN
1100,giri3,N,O
1100,igi-an-...,NE,PN
1101,1(disz),NU,O
1101,sila4,N,O
1101,in-ki-kal,NE,PN
1102,nig2-ka9-ak,N,O
1102,ur3-re-ba-ab-du7,NE,PN
1103,5(disz),NU,O
1103,sila3,N,O
1103,zi3,N,O
1103,{d}en-ki-am-ri2-ma,NE,PN
1104,giri3,N,O
1104,{d}lamma-zi-mu,NE,PN
1104,ku3-dim2,N,O
1105,dumu,N,O
1105,i-ba-ti,NE,PN
1106,1(disz),NU,O
1106,gukkal,N,O
1106,siskur2,N,O
1106,ma2,N,O
1106,{d}gesztin-an-na,NE,DN
1107,iti,N,O
1107,sig4-{gesz}i3-szub-ba-gar,NE,MN
1108,giri3,N,O
1108,ur-{d}szara2,NE,PN
1109,mu,N,O
1109,ma2-dara3-abzu,NE,ON
1109,{d}inanna:ka,NE,DN
1109,ba-ab-du8,V,O
1110,dumu,N,O
1110,hu-ba-nimgir-si-NI,NE,PN
1111,giri3,N,O
1111,da-am-qu2-um,NE,PN
1112,lugal,N,O
1112,mar-za{ki},NE,GN
1112,isz-su{ki},NE,GN
1113,ki,N,O
1113,sza-ad-da,NE,PN
1114,kiszib3,N,O
1114,2(u),NU,O
1114,4(disz),NU,O
1114,ur-{d}gu2-an-na,NE,PN
1115,la2-ia3,N,O
1115,ka-ga,N,O
1115,gi-na,N,O
1115,lugal-hi-li,NE,PN
1115,su-su-dam,V,O
1116,giri3,N,O
1116,bu-zi-na-at,NE,PN
1116,sukkal,N,O
1117,|PU3.SZA|-ra-szi,NE,PN
1117,ugula,N,O
1117,kas4,N,O
1118,a2,N,O
1118,u4-te-na,N,O
1118,iti,N,O
1118,u4,N,O
1118,2(u),NU,O
1118,6(disz),NU,O
1118,ba-zal,V,O
1119,szesz-sag5,NE,PN
1119,gaba-asz,N,O
1120,ugula,N,O
1120,ku3-{d}ti,NE,PN
1121,1(disz),NU,O
1121,sila4,N,O
1121,geme2-bur-sag,NE,PN
1121,sukkal,N,O
1121,Kir-ra,NE,SN
1122,giri3,N,O
1122,AN-sa6-lagar-PA-GAD-sag,NE,PN
1123,ugula,N,O
1123,geme2-ga2-da,NE,PN
1124,kiszib3,N,O
1124,giri3-ne2-i3-sa6,NE,PN
1125,1(u),NU,O
1125,9(disz),NU,O
1125,sar,N,O
1125,6(disz),NU,O
1125,gin2,N,O
1125,kab2-ku5,N,O
1125,im-bi2-ba,NE,FN
1126,a2-bi,N,O
1126,u4,N,O
1126,2(gesz2),NU,O
1126,3(u),NU,O
1126,2(disz)-kam,NU,O
1127,erin-da,NE,PN
1127,maszkim,N,O
1128,ur-dam,NE,PN
1129,mu,N,O
1129,us2-sa,V,O
1129,szu-un-ti{ki},NE,GN
1129,ba-hul,V,O
1130,1/3(disz),NU,O
1130,ma-na,N,O
1130,2(disz),NU,O
1130,1/2(disz),NU,O
1130,gin2,N,O
1130,2(u),NU,O
1130,2(disz),NU,O
1130,1/2(disz),NU,O
1130,sze,N,O
1130,ku3-babbar,N,O
1131,iti,N,O
1131,kir11-si-ak,NE,MN
1132,lugal-gab2-la2,NE,PN
1133,mar-PAP,NE,PN
1134,lu5-u2-lu5,NE,PN
1135,giri3,N,O
1135,nin9-tur-tur-ra,NE,PN
1136,{d}nam2-nun,NE,DN
1137,1(disz),NU,O
1137,x,O,O
1137,SIG7,N,O
1137,mu-kux(DU),N,O
1137,erin2,N,O
1137,engar,N,O
1138,ugula,N,O
1138,i3-gu-num2,NE,PN
1139,a-a-kal-la-bi,NE,PN
1140,nig2-dab5,N,O
1140,gesz-kin-ti,N,O
1141,3(disz),NU,O
1141,i3-kal-la,NE,PN
1142,dumu,N,O
1142,nigar-ki-du10,NE,PN
1143,2(u),NU,O
1143,2(disz),NU,O
1143,1/2(disz),NU,O
1143,sze,N,O
1143,apin-la2,N,O
1143,ur-mes-hu-ru,NE,PN
1144,7(disz),NU,O
1144,sar,N,O
1144,kab2-ku5,N,O
1144,u3-DIB-DI,NE,FN
1145,dumu,N,O
1145,ka-du,NE,PN
1146,me-ru-ru-ti,NE,PN
1147,iti,N,O
1147,ezem-{d}szul-gi-ta,NE,MN
1148,an-nu-ni-tum,NE,PN
1149,kiszib3,N,O
1149,a-na-lu2,NE,PN
1150,mu,N,O
1150,en,N,O
1150,{d}lugal-ki-sa2-a,NE,DN
1150,ba-hun,V,O
1151,1(u),NU,O
1151,2(disz),NU,O
1151,2/3(disz),NU,O
1151,sar,N,O
1151,kab2-ku5,N,O
1151,{gesz}kiri6-zu-ur5,NE,FN
1152,szunigin,N,O
1152,3(disz),NU,O
1152,sa,N,O
1152,szum2,N,O
1153,giri3,N,O
1153,nin-ga2-ni-gi-na,NE,PN
1154,ugu2,N,O
1154,nu-ur2-{d}esz18-dar,NE,PN
1155,u3,CNJ,O
1155,a-sza3,N,O
1155,sag-ku5-a-na,NE,FN
1156,iti,N,O
1156,1(u),NU,O
1156,4(disz)-kam,NU,O
1157,kiszib3,N,O
1157,nin-ra-ka,NE,PN
1158,ki,N,O
1158,{d}AB-x,NE,PN
1159,ki,N,O
1159,lugal-kar-re,NE,PN
1160,mu,N,O
1160,us2-sa,V,O
1160,zabalam6{ki}-a,NE,GN
1160,ba-hul,V,O
1161,la2-ia3,N,O
1161,1(disz),NU,O
1161,ur-{d}isztaran,NE,PN
1161,dumu,N,O
1161,du-du,NE,PN
1162,ki,N,O
1162,NE-na-nu-um,NE,PN
1163,...,O,O
1163,4(ban2),N,O
1163,sze-ba,N,O
1163,{d}szul-gi-MIN-KU-x,NE,PN
1164,ku3-bi,N,O
1164,1/2(disz),NU,O
1164,gin2,N,O
1164,2(u),NU,O
1164,2(disz),NU,O
1164,1/2(disz),NU,O
1164,sze,N,O
1165,1(asz),NU,O
1165,gur,N,O
1165,ki,N,O
1165,nin-banda3{da},NE,PN
1165,szandana-ta,N,O
1166,1(gesz2),NU,O
1166,4(u),NU,O
1166,gurusz,N,O
1166,u4,N,O
1166,1(disz)-sze3,NU,O
1167,HI-...,NE,PN
1167,sukkal,N,O
1167,gaba-ta,N,O
1168,ur-lugal-pa-er2-dingir,NE,PN
1169,ur-{d}lu-mu-dab,NE,PN
1169,i3-dab5,V,O
1170,mu,N,O
1170,us2-sa,V,O
1170,ti-ki-ti-hu-um{ki},NE,GN
1170,ba-hul,V,O
1171,ur-{d}bil3-ga-mes,NE,PN
1171,a-ta,N,O
1171,de6-a,V,O
1172,ab-ba-sal-la,NE,PN
1172,gudu4,N,O
1173,mu,N,O
1173,ama-nig2-gur,NE,PN
1173,{d}mes-lam,NE,DN
1173,unu{ki},NE,SN
1173,ba-hun,V,O
1174,a-sza3,N,O
1174,...,O,O
1175,e2-sag-il2,NE,PN
1175,maszkim,N,O
1176,ki,N,O
1176,ur-e11-e,NE,PN
1177,1(disz),NU,O
1177,sila4,N,O
1177,nig2-ki-zah3,N,O
1177,e2,N,O
1177,{d}na-na-a,NE,DN
1178,kiszib3,N,O
1178,dingir-ra,NE,PN
1179,mu,N,O
1179,nita2-sa6-ga-sze3,NE,PN
1180,ugula,N,O
1180,a-kal-la-ti,NE,PN
1181,ki,N,O
1181,lugal-me3-ta,NE,PN
1182,ki,N,O
1182,ba-sa3,NE,PN
1183,la2-ia3,N,O
1183,su-ga,V,O
1183,tu-ga-rum,NE,PN
1184,ki,N,O
1184,lu2-{d}inanna,NE,PN
1184,dumu,N,O
1184,geme2-kar,NE,PN
1185,{d}gesztin-an-ka,NE,PN
1186,dumu,N,O
1186,{d}nin-mes-pirig-tur,NE,PN
1186,szusz3,N,O
1187,a-sza3,N,O
1187,gu2-edin-na-egir-da-gi4-a,NE,FN
1188,dumu,N,O
1188,ta2-din-ki-za,NE,PN
1189,4(disz),NU,O
1189,sila3,N,O
1189,2(disz),NU,O
1189,gin2,N,O
1189,gu3-de2-a,NE,PN
1189,mar-tu,NE,EN
1190,2(barig),N,O
1190,3(ban2),N,O
1190,nin-{d}szul-gi,NE,PN
1191,kiszib3,N,O
1191,nin-he2-gal2-a,NE,PN
1192,dumu,N,O
1192,wa-ad-ha,NE,PN
1193,kab2-ku5,N,O
1193,ar-mu-na-DU-tur,NE,FN
1194,ki,N,O
1194,zi-kal-la,NE,PN
1195,ki,N,O
1195,a-ki-a,NE,PN
1196,nin-hi-li-su3,NE,PN
1197,tum3(NIM)-dam,NE,PN
1197,ensi2-ka,N,O
1198,igi,N,O
1198,lugal-nesag-e-sze3,NE,PN
1199,i7-pa-e3-a,NE,PN
1200,3(asz),NU,O
1200,{d}szara2-ba-an-sa6,NE,PN
1201,i-szar-ki-in,NE,PN
1202,1(asz),NU,O
1202,saga,V,O
1202,nin-mu-uszur3-mu,NE,PN
1203,nig2-dab5,N,O
1203,du6-ku3-ga,N,O
1203,kiszib3,N,O
1203,geme2-{d}a-x-...,NE,PN
1204,gu-du-du,NE,PN
1205,da-gu-sa6,NE,PN
1206,{d}GAD-HI,NE,PN
1207,4(disz),NU,O
1207,sar,N,O
1207,kab2-ku5,N,O
1207,dur3-ad6,NE,FN
1208,4(disz),NU,O
1208,ama-uru,NE,PN
1209,dumu,N,O
1209,lugal-nesag2-da,NE,PN
1209,szusz3,N,O
1210,{d}nun-me-te-an-na,NE,PN
1211,ki,N,O
1211,ab-ba-gi-na-kam,NE,PN
1212,1(gesz2),NU,O
1212,2(u),NU,O
1212,udu,N,O
1212,1(disz),NU,O
1212,1/2(disz),NU,O
1212,sila3,N,O
1212,1(gesz2),NU,O
1212,5(disz),NU,O
1212,udu,N,O
1212,1(disz),NU,O
1212,sila3,N,O
1212,sze-bi,N,O
1212,3(barig),N,O
1212,5(disz),NU,O
1212,sila3,N,O
1212,i3-la2-lum,NE,PN
1213,2(barig),N,O
1213,3(ban2),N,O
1213,uru-a-igi-zu,NE,PN
1214,ki,N,O
1214,AB-TAR,NE,PN
1215,3(disz),NU,O
1215,sila3,N,O
1215,kasz,N,O
1215,2(disz),NU,O
1215,sila3,N,O
1215,ninda,N,O
1215,2(disz),NU,O
1215,sa,N,O
1215,szum2,N,O
1216,1(disz),NU,O
1216,udu,N,O
1216,niga,V,O
1216,{d}mar-tu,NE,DN
1217,mu,N,O
1217,geme2-du6(KI)-ku3-ga,NE,PN
1218,7(disz),NU,O
1218,kid2,N,O
1218,saga,V,O
1218,x-ba,O,O
1218,esir2,N,O
1218,su-ba,N,O
1219,ki,N,O
1219,a-ka3-de3{ki}-ki-du10,NE,PN
1219,sipa-ta,N,O
1220,{d}szara2-kam,NE,PN
1220,ensi2-ka,N,O
1221,1(u),NU,O
1221,2(disz),NU,O
1221,2/3(disz),NU,O
1221,sar,N,O
1221,kab2-ku5,N,O
1221,nin-...,NE,FN
1222,2(disz),NU,O
1222,igi-e2,NE,PN
1223,mu,N,O
1223,{d}nin-e11,NE,DN
1223,kar-zi-da,NE,SN
1223,a-ra2,N,O
1223,2(disz@t),NU,O
1224,lu2-ni-mu-ru,NE,PN
1224,gu-za-la2,N,O
1225,2(asz),NU,O
1225,gal-sar,NE,PN
1226,ki,N,O
1226,ur-e2-gi4-a,NE,PN
1227,ur-e-ga,NE,PN
1227,i3-dab5,V,O
1228,da-gi4-mu,NE,PN
1228,szabra,N,O
1229,ki-su7,N,O
1229,en-nu-lum-ma-ka,NE,FN
1229,gub-ba,V,O
1230,...,O,O
1230,1(ban2),N,O
1230,dumu,N,O
1230,lugal-inim-du10-ga,NE,PN
1231,ur-ki-x,NE,PN
1231,dumu,N,O
1231,ur-ab-ba-sa6,NE,PN
1232,giri3,N,O
1232,nin-nig2-zu,NE,PN
1233,puzur4-i3-li2,NE,PN
1234,giri3,N,O
1234,...-bara2,NE,PN
1235,ki,N,O
1235,gir2-gal,NE,PN
1236,ugula,N,O
1236,ur-{d}sze3-nir,NE,PN
1236,dam-gar3,N,O
1237,ni-ba-sza5,NE,PN
1237,gu-za-la2,N,O
1238,2(asz),NU,O
1238,ur-gu-kam,NE,PN
1239,mu,N,O
1239,en,N,O
1239,x-isz,NE,DN
1239,kar-zi-da,NE,SN
1239,ba-hun,V,O
1240,dumu,N,O
1240,lu2-ti-...,NE,PN
1241,en-ti{ki},NE,GN
1242,szunigin,N,O
1242,1(gesz2),NU,O
1242,n,NU,O
1242,2(u),NU,O
1242,n,NU,O
1242,2(disz),NU,O
1242,n,NU,O
1242,2(barig),N,O
1242,gur,N,O
1243,mu,N,O
1243,e2,N,O
1243,{d}nin-si4-an-na,NE,DN
1243,ba-du3,V,O
1244,{d}nin-gesz-zi-da-x,NE,PN
1245,e2-pa-e3,NE,PN
1246,ki,N,O
1246,|PU3.SZA|-{d}usan,NE,PN
1247,ki,N,O
1247,im-ma-TUL2-a,NE,PN
1248,nig2-x-la,NE,PN
1249,4(disz),NU,O
1249,sar,N,O
1249,kab2-ku5,N,O
1249,{d}ba-ba6-ma-al-ga-su3,NE,FN
1250,ki,N,O
1250,ur-{d}szu-da,NE,PN
1251,mu,N,O
1251,bad3,N,O
1251,ba-du3,V,O
1252,a-gu-du,NE,PN
1252,szu,N,O
1252,ba-ti,V,O
1253,e2-duru5-a-tu,NE,FN
1253,gub-ba,V,O
1254,ki,N,O
1254,igi-kar2-ga,NE,PN
1255,lu2,N,O
1255,{d}nanna-mu-ri-a-na-ba-ak,NE,PN
1255,ka(SAG)-guru7,N,O
1256,1(u),NU,O
1256,8(disz),NU,O
1256,sze,N,O
1256,ku3,N,O
1256,szuku,N,O
1256,1(asz),NE,PN
1257,AN-BAD-BAD,NE,PN
1258,kiszib3,N,O
1258,er3-ra-pa,NE,PN
1259,1(disz),NU,O
1259,ka-ge,NE,PN
1259,x,O,O
1260,1(gesz2),NU,O
1260,udu,N,O
1260,ki,N,O
1260,nu-{gesz}kiri6,NE,PN
1261,i-di3-a-bu-um,NE,PN
1262,ugula,N,O
1262,lu2-{d}x{ki},NE,PN
1263,mu,N,O
1263,{d}suen-na-ab-li2,NE,PN
1263,{d}inanna,NE,DN
1263,unu{ki},NE,SN
1263,ba-hun,V,O
1264,ki,N,O
1264,uru-ki,NE,PN
1264,dumu,N,O
1264,a-li-a-hi,NE,PN
1265,lugal-e2-mah-e-ka,NE,PN
1266,{d}nin-mar{ki}-mi2-gil-sa,NE,PN
1266,lu2,N,O
1266,kas4,N,O
1267,2(barig),N,O
1267,3(ban2),N,O
1267,geme2-{d}ur3-bar-tab,NE,PN
1268,lugal-e2-mah-e,NE,PN
1269,szar-ru-um{ki}-ma,NE,GN
1270,4(disz),NU,O
1270,sila3,N,O
1270,du-bu-{du}dub-bu,NE,PN
1271,ma-ra-ad,NE,GN
1272,1(asz),NU,O
1272,du,V,O
1272,geme2-{d}isztaran,NE,PN
1273,ki,N,O
1273,ur-{d}alla,NE,PN
1274,ki,N,O
1274,dingir-ra-ta,NE,PN
1275,ARAD2,N,O
1275,ur-{d}sud3-da-me,NE,PN
1276,2(disz),NU,O
1276,sila3,N,O
1276,i3-nun,N,O
1277,1(barig),N,O
1277,sza3-gu4-me-esz2,NE,PN
1277,simug,N,O
1278,a2-bi2-i3-li2,NE,PN
1278,dub-sar,N,O
1278,maszkim,N,O
1279,2(barig),N,O
1279,3(ban2),N,O
1279,da-gu-sa6-mu,NE,PN
1280,n,NU,O
1280,munus-mah-mu,NE,PN
1281,ma2-da-a,NE,PN
1281,i3-dab5,V,O
1282,dumu,N,O
1282,ur-ki-gu-la-me,NE,PN
1283,lu2-unu{ki},NE,PN
1283,mar-tu,NE,EN
1284,2(barig),N,O
1284,im-ta-e3-esz,NE,PN
1285,mar-sa-asz,N,O
1286,PAP-x,NE,PN
1286,ka-us2-sa2,N,O
1287,ur-{d}e2-gal,NE,PN
1288,ki,N,O
1288,lu2-bi-mu,NE,PN
1289,lugal-{d}nisaba,NE,PN
1290,ib-ni-be6-li2,NE,PN
1291,a-sza3,N,O
1291,ur2-ra-ni-du10,NE,FN
1292,{d}lugal-banda3,NE,DN
1293,1(disz),NU,O
1293,ma-na,N,O
1293,lugal-za-ge,NE,PN
1294,dumu,N,O
1294,{d}nin-du6-zum-e-mu2,NE,PN
1294,szusz3,N,O
1295,dingir-il-su2,NE,PN
1296,1(gesz2),NU,O
1296,4(u),NU,O
1296,8(asz),NU,O
1296,sze,N,O
1296,gur,N,O
1296,lugal,N,O
1297,na-ab-la-num2,NE,PN
1298,u3,CNJ,O
1298,nig2-ka9,N,O
1298,didli,V,O
1299,kiszib3,N,O
1299,nin-nig2-ba-dag-ge,NE,PN
1300,mu,N,O
1300,ki-masz{ki}-da,NE,GN
1300,ba-hul,V,O
1301,ki,N,O
1301,ka-lu-um,NE,PN
1302,dumu,N,O
